













2023-06-15 10:58:28.708,"1.00,320549"
2023-06-15 10:58:28.835,"1.00,321665"
2023-06-15 10:58:28.913,"1.00,322300"
2023-06-15 10:58:30.531,"1.00,335891"
2023-06-15 10:58:30.584,"1.00,336334"
2023-06-15 10:58:30.604,"1.00,336515"
2023-06-15 10:58:30.903,"1.00,339016"
2023-06-15 10:58:31.018,"1.00,339958"
2023-06-15 10:58:31.112,"1.00,340746"
2023-06-15 10:58:31.255,"1.00,341946"
2023-06-15 10:58:31.637,"1.00,345142"
2023-06-15 10:58:31.776,"1.00,346296"
2023-06-15 10:58:31.850,"1.00,346910"
2023-06-15 10:58:31.968,"1.00,347904"
2023-06-15 10:58:32.140,"1.00,349348"
2023-06-15 10:58:32.169,"1.00,349610"
2023-06-15 10:58:32.206,"1.00,349903"
2023-06-15 10:58:32.333,"1.00,350953"
2023-06-15 10:58:32.350,"1.00,351107"
2023-06-15 10:58:32.415,"1.00,351656"
2023-06-15 10:58:32.505,"1.00,352403"
2023-06-15 10:58:32.669,"1.00,353777"
2023-06-15 10:58:32.693,"1.00,353980"
2023-06-15 10:58:32.710,"1.00,354075"
2023-06-15 10:58:32.730,"1.00,354274"
2023-06-15 10:58:32.820,"1.00,355020"
2023-06-15 10:58:32.853,"1.00,355298"
2023-06-15 10:58:32.894,"1.00,355641"
2023-06-15 10:58:32.956,"2.00,356132"
2023-06-15 10:58:32.968,"1.00,356169"
2023-06-15 10:58:33.218,"1.00,358327"
2023-06-15 10:58:37.354,"1.00,393077"
2023-06-15 10:58:37.494,"1.00,394255"
2023-06-15 10:58:37.723,"1.00,396154"
2023-06-15 10:58:37.768,"1.00,396528"
2023-06-15 10:58:37.792,"1.00,396755"
2023-06-15 10:58:37.870,"1.00,397381"
2023-06-15 10:58:38.059,"1.00,398987"
2023-06-15 10:58:38.210,"1.00,400234"
2023-06-15 10:58:38.268,"1.00,400706"
2023-06-15 10:58:39.063,"1.00,407372"
2023-06-15 10:58:39.271,"1.00,409134"
2023-06-15 10:58:39.292,"1.00,409316"
2023-06-15 10:58:39.390,"1.00,410131"
2023-06-15 10:58:39.406,"1.00,410253"
2023-06-15 10:58:39.443,"1.00,410548"
2023-06-15 10:58:39.701,"1.00,412725"
2023-06-15 10:58:39.742,"1.00,413055"
2023-06-15 10:58:39.787,"1.00,413427"
2023-06-15 10:58:41.680,"1.00,429339"
2023-06-15 10:58:42.085,"1.00,432745"
2023-06-15 10:58:42.663,"1.00,437577"
2023-06-15 10:58:42.818,"1.00,438885"
2023-06-15 10:58:42.908,"1.00,439624"
2023-06-15 10:58:42.937,"1.00,439854"
2023-06-15 10:58:42.998,"1.00,440380"
2023-06-15 10:58:43.306,"1.00,442963"
2023-06-15 10:58:43.408,"1.00,443797"
2023-06-15 10:58:43.773,"1.00,446885"
2023-06-15 10:58:43.793,"1.00,447023"
2023-06-15 10:58:43.842,"1.00,447438"
2023-06-15 10:58:43.969,"1.00,448523"
2023-06-15 10:58:43.998,"1.00,448752"
2023-06-15 10:58:44.534,"1.00,453243"
2023-06-15 10:58:44.965,"1.00,456843"
2023-06-15 10:58:45.051,"2.00,457582"
2023-06-15 10:58:45.067,"1.00,457601"
2023-06-15 10:58:45.108,"2.00,458030"
2023-06-15 10:58:45.202,"1.00,458822"
2023-06-15 10:58:45.214,"1.00,458841"
2023-06-15 10:58:45.300,"1.00,459658"
2023-06-15 10:58:45.370,"1.00,460234"
2023-06-15 10:58:45.411,"1.00,460557"
2023-06-15 10:58:45.558,"1.00,461788"
2023-06-15 10:58:45.575,"1.00,461921"
2023-06-15 10:58:45.833,"1.00,464097"
2023-06-15 10:58:46.226,"1.00,467402"
2023-06-15 10:58:46.337,"1.00,468311"
2023-06-15 10:58:46.349,"1.00,468371"
2023-06-15 10:58:46.361,"1.00,468421"
2023-06-15 10:58:46.484,"1.00,469561"
2023-06-15 10:58:46.652,"1.00,470936"
